	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
223	ENCFF796WAK	bam	bam	alignments	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF829VCO	960537361	ENCODE Processing Pipeline	910c6eaca2d71e5382866622e9c6903e	https://www.encodeproject.org/files/ENCFF796WAK/@@download/ENCFF796WAK.bam	hg19	released	s3://encode-public/2017/09/19/2d61f7db-808a-4c5e-b446-80803e3bf682/ENCFF796WAK.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
249	ENCFF555QHE	bam	bam	alignments	ENCSR860NDZ	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF311UPR	1844658531	ENCODE Processing Pipeline	7f9feac17918388a61e45e5d6329badf	https://www.encodeproject.org/files/ENCFF555QHE/@@download/ENCFF555QHE.bam	hg19	released	s3://encode-public/2017/09/19/8ca5b19e-ef8a-4f44-b2fb-dfd3870da8be/ENCFF555QHE.bam	ENCFF195YMX	bam	bam	alignments	ENCSR543CPW	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	630603781	ENCODE Processing Pipeline	8fcd902853ffcaf3f0857804b820ef68	https://www.encodeproject.org/files/ENCFF195YMX/@@download/ENCFF195YMX.bam	hg19	released	s3://encode-public/2017/03/27/79c03cbb-bbae-4358-b255-8a9ec45b75fd/ENCFF195YMX.bam
250	ENCFF555QHE	bam	bam	alignments	ENCSR860NDZ	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF311UPR	1844658531	ENCODE Processing Pipeline	7f9feac17918388a61e45e5d6329badf	https://www.encodeproject.org/files/ENCFF555QHE/@@download/ENCFF555QHE.bam	hg19	released	s3://encode-public/2017/09/19/8ca5b19e-ef8a-4f44-b2fb-dfd3870da8be/ENCFF555QHE.bam	ENCFF943RFS	bam	bam	alignments	ENCSR655XLM	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF308MVS, ENCFF807MUK	529101148	ENCODE Processing Pipeline	e6d1daadb593e63ba4a317fbc5708166	https://www.encodeproject.org/files/ENCFF943RFS/@@download/ENCFF943RFS.bam	hg19	released	s3://encode-public/2017/05/10/5495df8f-1e35-4ce1-b561-ba8b123f864b/ENCFF943RFS.bam
253	ENCFF555QHE	bam	bam	alignments	ENCSR860NDZ	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF311UPR	1844658531	ENCODE Processing Pipeline	7f9feac17918388a61e45e5d6329badf	https://www.encodeproject.org/files/ENCFF555QHE/@@download/ENCFF555QHE.bam	hg19	released	s3://encode-public/2017/09/19/8ca5b19e-ef8a-4f44-b2fb-dfd3870da8be/ENCFF555QHE.bam	ENCFF618QIM	bam	bam	alignments	ENCSR892XFG	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	1218854578	ENCODE Processing Pipeline	db90d539d8d13a446d4f7017a610d89d	https://www.encodeproject.org/files/ENCFF618QIM/@@download/ENCFF618QIM.bam	hg19	released	s3://encode-public/2016/12/19/c1198237-0d8a-4153-9935-53b9bbfb5d97/ENCFF618QIM.bam
255	ENCFF555QHE	bam	bam	alignments	ENCSR860NDZ	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF311UPR	1844658531	ENCODE Processing Pipeline	7f9feac17918388a61e45e5d6329badf	https://www.encodeproject.org/files/ENCFF555QHE/@@download/ENCFF555QHE.bam	hg19	released	s3://encode-public/2017/09/19/8ca5b19e-ef8a-4f44-b2fb-dfd3870da8be/ENCFF555QHE.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
281	ENCFF306HCU	bam	bam	alignments	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF782CVK	2051343930	ENCODE Processing Pipeline	53b2de8117207fa7c80fb4f5e3326590	https://www.encodeproject.org/files/ENCFF306HCU/@@download/ENCFF306HCU.bam	hg19	released	s3://encode-public/2017/09/19/dd7a8f91-a244-4930-a9a9-370e6e1897d7/ENCFF306HCU.bam	ENCFF195YMX	bam	bam	alignments	ENCSR543CPW	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	630603781	ENCODE Processing Pipeline	8fcd902853ffcaf3f0857804b820ef68	https://www.encodeproject.org/files/ENCFF195YMX/@@download/ENCFF195YMX.bam	hg19	released	s3://encode-public/2017/03/27/79c03cbb-bbae-4358-b255-8a9ec45b75fd/ENCFF195YMX.bam
282	ENCFF306HCU	bam	bam	alignments	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF782CVK	2051343930	ENCODE Processing Pipeline	53b2de8117207fa7c80fb4f5e3326590	https://www.encodeproject.org/files/ENCFF306HCU/@@download/ENCFF306HCU.bam	hg19	released	s3://encode-public/2017/09/19/dd7a8f91-a244-4930-a9a9-370e6e1897d7/ENCFF306HCU.bam	ENCFF943RFS	bam	bam	alignments	ENCSR655XLM	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF308MVS, ENCFF807MUK	529101148	ENCODE Processing Pipeline	e6d1daadb593e63ba4a317fbc5708166	https://www.encodeproject.org/files/ENCFF943RFS/@@download/ENCFF943RFS.bam	hg19	released	s3://encode-public/2017/05/10/5495df8f-1e35-4ce1-b561-ba8b123f864b/ENCFF943RFS.bam
285	ENCFF306HCU	bam	bam	alignments	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF782CVK	2051343930	ENCODE Processing Pipeline	53b2de8117207fa7c80fb4f5e3326590	https://www.encodeproject.org/files/ENCFF306HCU/@@download/ENCFF306HCU.bam	hg19	released	s3://encode-public/2017/09/19/dd7a8f91-a244-4930-a9a9-370e6e1897d7/ENCFF306HCU.bam	ENCFF618QIM	bam	bam	alignments	ENCSR892XFG	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	1218854578	ENCODE Processing Pipeline	db90d539d8d13a446d4f7017a610d89d	https://www.encodeproject.org/files/ENCFF618QIM/@@download/ENCFF618QIM.bam	hg19	released	s3://encode-public/2016/12/19/c1198237-0d8a-4153-9935-53b9bbfb5d97/ENCFF618QIM.bam
287	ENCFF306HCU	bam	bam	alignments	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF782CVK	2051343930	ENCODE Processing Pipeline	53b2de8117207fa7c80fb4f5e3326590	https://www.encodeproject.org/files/ENCFF306HCU/@@download/ENCFF306HCU.bam	hg19	released	s3://encode-public/2017/09/19/dd7a8f91-a244-4930-a9a9-370e6e1897d7/ENCFF306HCU.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
313	ENCFF397LBU	bam	bam	alignments	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF880DMT	1897206516	ENCODE Processing Pipeline	a9d85a6af620cb632371c7cd756ea418	https://www.encodeproject.org/files/ENCFF397LBU/@@download/ENCFF397LBU.bam	hg19	released	s3://encode-public/2017/09/19/62a4e969-636f-4220-bee2-f4e8c59edf79/ENCFF397LBU.bam	ENCFF195YMX	bam	bam	alignments	ENCSR543CPW	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	630603781	ENCODE Processing Pipeline	8fcd902853ffcaf3f0857804b820ef68	https://www.encodeproject.org/files/ENCFF195YMX/@@download/ENCFF195YMX.bam	hg19	released	s3://encode-public/2017/03/27/79c03cbb-bbae-4358-b255-8a9ec45b75fd/ENCFF195YMX.bam
314	ENCFF397LBU	bam	bam	alignments	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF880DMT	1897206516	ENCODE Processing Pipeline	a9d85a6af620cb632371c7cd756ea418	https://www.encodeproject.org/files/ENCFF397LBU/@@download/ENCFF397LBU.bam	hg19	released	s3://encode-public/2017/09/19/62a4e969-636f-4220-bee2-f4e8c59edf79/ENCFF397LBU.bam	ENCFF943RFS	bam	bam	alignments	ENCSR655XLM	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF308MVS, ENCFF807MUK	529101148	ENCODE Processing Pipeline	e6d1daadb593e63ba4a317fbc5708166	https://www.encodeproject.org/files/ENCFF943RFS/@@download/ENCFF943RFS.bam	hg19	released	s3://encode-public/2017/05/10/5495df8f-1e35-4ce1-b561-ba8b123f864b/ENCFF943RFS.bam
317	ENCFF397LBU	bam	bam	alignments	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF880DMT	1897206516	ENCODE Processing Pipeline	a9d85a6af620cb632371c7cd756ea418	https://www.encodeproject.org/files/ENCFF397LBU/@@download/ENCFF397LBU.bam	hg19	released	s3://encode-public/2017/09/19/62a4e969-636f-4220-bee2-f4e8c59edf79/ENCFF397LBU.bam	ENCFF618QIM	bam	bam	alignments	ENCSR892XFG	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	1218854578	ENCODE Processing Pipeline	db90d539d8d13a446d4f7017a610d89d	https://www.encodeproject.org/files/ENCFF618QIM/@@download/ENCFF618QIM.bam	hg19	released	s3://encode-public/2016/12/19/c1198237-0d8a-4153-9935-53b9bbfb5d97/ENCFF618QIM.bam
319	ENCFF397LBU	bam	bam	alignments	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF880DMT	1897206516	ENCODE Processing Pipeline	a9d85a6af620cb632371c7cd756ea418	https://www.encodeproject.org/files/ENCFF397LBU/@@download/ENCFF397LBU.bam	hg19	released	s3://encode-public/2017/09/19/62a4e969-636f-4220-bee2-f4e8c59edf79/ENCFF397LBU.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
345	ENCFF701UAW	bam	bam	alignments	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF293RYV	1263340983	ENCODE Processing Pipeline	3621bd5e54896315e3884116543a69b2	https://www.encodeproject.org/files/ENCFF701UAW/@@download/ENCFF701UAW.bam	hg19	released	s3://encode-public/2017/09/19/eaf51587-6a49-40bc-9bde-edad8e541a80/ENCFF701UAW.bam	ENCFF195YMX	bam	bam	alignments	ENCSR543CPW	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	630603781	ENCODE Processing Pipeline	8fcd902853ffcaf3f0857804b820ef68	https://www.encodeproject.org/files/ENCFF195YMX/@@download/ENCFF195YMX.bam	hg19	released	s3://encode-public/2017/03/27/79c03cbb-bbae-4358-b255-8a9ec45b75fd/ENCFF195YMX.bam
346	ENCFF701UAW	bam	bam	alignments	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF293RYV	1263340983	ENCODE Processing Pipeline	3621bd5e54896315e3884116543a69b2	https://www.encodeproject.org/files/ENCFF701UAW/@@download/ENCFF701UAW.bam	hg19	released	s3://encode-public/2017/09/19/eaf51587-6a49-40bc-9bde-edad8e541a80/ENCFF701UAW.bam	ENCFF943RFS	bam	bam	alignments	ENCSR655XLM	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF308MVS, ENCFF807MUK	529101148	ENCODE Processing Pipeline	e6d1daadb593e63ba4a317fbc5708166	https://www.encodeproject.org/files/ENCFF943RFS/@@download/ENCFF943RFS.bam	hg19	released	s3://encode-public/2017/05/10/5495df8f-1e35-4ce1-b561-ba8b123f864b/ENCFF943RFS.bam
349	ENCFF701UAW	bam	bam	alignments	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF293RYV	1263340983	ENCODE Processing Pipeline	3621bd5e54896315e3884116543a69b2	https://www.encodeproject.org/files/ENCFF701UAW/@@download/ENCFF701UAW.bam	hg19	released	s3://encode-public/2017/09/19/eaf51587-6a49-40bc-9bde-edad8e541a80/ENCFF701UAW.bam	ENCFF618QIM	bam	bam	alignments	ENCSR892XFG	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	1218854578	ENCODE Processing Pipeline	db90d539d8d13a446d4f7017a610d89d	https://www.encodeproject.org/files/ENCFF618QIM/@@download/ENCFF618QIM.bam	hg19	released	s3://encode-public/2016/12/19/c1198237-0d8a-4153-9935-53b9bbfb5d97/ENCFF618QIM.bam
351	ENCFF701UAW	bam	bam	alignments	ENCSR970ZLG	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF293RYV	1263340983	ENCODE Processing Pipeline	3621bd5e54896315e3884116543a69b2	https://www.encodeproject.org/files/ENCFF701UAW/@@download/ENCFF701UAW.bam	hg19	released	s3://encode-public/2017/09/19/eaf51587-6a49-40bc-9bde-edad8e541a80/ENCFF701UAW.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
377	ENCFF796LQN	bam	bam	alignments	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF245KJM	17289554963	ENCODE Processing Pipeline	e489c81c36a0e572fab570e8d0dd106c	https://www.encodeproject.org/files/ENCFF796LQN/@@download/ENCFF796LQN.bam	hg19	released	s3://encode-public/2017/09/20/830f847c-6985-4a3a-8aba-95a61ef1bdd8/ENCFF796LQN.bam	ENCFF195YMX	bam	bam	alignments	ENCSR543CPW	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	630603781	ENCODE Processing Pipeline	8fcd902853ffcaf3f0857804b820ef68	https://www.encodeproject.org/files/ENCFF195YMX/@@download/ENCFF195YMX.bam	hg19	released	s3://encode-public/2017/03/27/79c03cbb-bbae-4358-b255-8a9ec45b75fd/ENCFF195YMX.bam
378	ENCFF796LQN	bam	bam	alignments	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF245KJM	17289554963	ENCODE Processing Pipeline	e489c81c36a0e572fab570e8d0dd106c	https://www.encodeproject.org/files/ENCFF796LQN/@@download/ENCFF796LQN.bam	hg19	released	s3://encode-public/2017/09/20/830f847c-6985-4a3a-8aba-95a61ef1bdd8/ENCFF796LQN.bam	ENCFF943RFS	bam	bam	alignments	ENCSR655XLM	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF308MVS, ENCFF807MUK	529101148	ENCODE Processing Pipeline	e6d1daadb593e63ba4a317fbc5708166	https://www.encodeproject.org/files/ENCFF943RFS/@@download/ENCFF943RFS.bam	hg19	released	s3://encode-public/2017/05/10/5495df8f-1e35-4ce1-b561-ba8b123f864b/ENCFF943RFS.bam
381	ENCFF796LQN	bam	bam	alignments	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF245KJM	17289554963	ENCODE Processing Pipeline	e489c81c36a0e572fab570e8d0dd106c	https://www.encodeproject.org/files/ENCFF796LQN/@@download/ENCFF796LQN.bam	hg19	released	s3://encode-public/2017/09/20/830f847c-6985-4a3a-8aba-95a61ef1bdd8/ENCFF796LQN.bam	ENCFF618QIM	bam	bam	alignments	ENCSR892XFG	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	1218854578	ENCODE Processing Pipeline	db90d539d8d13a446d4f7017a610d89d	https://www.encodeproject.org/files/ENCFF618QIM/@@download/ENCFF618QIM.bam	hg19	released	s3://encode-public/2016/12/19/c1198237-0d8a-4153-9935-53b9bbfb5d97/ENCFF618QIM.bam
383	ENCFF796LQN	bam	bam	alignments	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	DNA	2013-07-31	Roadmap	1	ENCFF245KJM	17289554963	ENCODE Processing Pipeline	e489c81c36a0e572fab570e8d0dd106c	https://www.encodeproject.org/files/ENCFF796LQN/@@download/ENCFF796LQN.bam	hg19	released	s3://encode-public/2017/09/20/830f847c-6985-4a3a-8aba-95a61ef1bdd8/ENCFF796LQN.bam	ENCFF130IBQ	bam	bam	alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	tissue	H3K27ac-human	DNA	2013-07-31	Roadmap	1	36.0	ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6	https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19	released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam
676	ENCFF056XAZ	bam	bam	alignments	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF363MQH, ENCFF716JJU, ENCFF903PJT	10538611522	ENCODE Processing Pipeline	f3809860bafdfc3486d93865ae706c06	https://www.encodeproject.org/files/ENCFF056XAZ/@@download/ENCFF056XAZ.bam	hg19	released	s3://encode-public/2017/10/04/fb30f20a-dcb5-4f8e-b28d-0716c802e098/ENCFF056XAZ.bam	ENCFF882PRP	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	51.0	ENCFF000ASP, ENCFF807MUK	301201986	ENCODE Processing Pipeline	4864654b90ee7f59cc57d23bdb561aff	https://www.encodeproject.org/files/ENCFF882PRP/@@download/ENCFF882PRP.bam	hg19	released	s3://encode-public/2017/01/05/fe7017bb-274d-4563-8c57-cef97b15af9b/ENCFF882PRP.bam
678	ENCFF056XAZ	bam	bam	alignments	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF363MQH, ENCFF716JJU, ENCFF903PJT	10538611522	ENCODE Processing Pipeline	f3809860bafdfc3486d93865ae706c06	https://www.encodeproject.org/files/ENCFF056XAZ/@@download/ENCFF056XAZ.bam	hg19	released	s3://encode-public/2017/10/04/fb30f20a-dcb5-4f8e-b28d-0716c802e098/ENCFF056XAZ.bam	ENCFF197QHX	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	51.0	ENCFF000ASU, ENCFF807MUK	356414654	ENCODE Processing Pipeline	50fb1f287e870b21a291e863984d8300	https://www.encodeproject.org/files/ENCFF197QHX/@@download/ENCFF197QHX.bam	hg19	released	s3://encode-public/2017/01/05/30dc3d6e-83b6-464e-8a4a-7a2f66367227/ENCFF197QHX.bam
736	ENCFF775ZJX	bam	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF057JYL	1231646261	ENCODE Processing Pipeline	c19dfc64cf122250f11759ed908e4fca	https://www.encodeproject.org/files/ENCFF775ZJX/@@download/ENCFF775ZJX.bam	hg19	released	s3://encode-public/2017/09/06/6fd61f47-63a7-4304-848a-c315c13a92da/ENCFF775ZJX.bam	ENCFF882PRP	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	51.0	ENCFF000ASP, ENCFF807MUK	301201986	ENCODE Processing Pipeline	4864654b90ee7f59cc57d23bdb561aff	https://www.encodeproject.org/files/ENCFF882PRP/@@download/ENCFF882PRP.bam	hg19	released	s3://encode-public/2017/01/05/fe7017bb-274d-4563-8c57-cef97b15af9b/ENCFF882PRP.bam
738	ENCFF775ZJX	bam	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	1	ENCFF057JYL	1231646261	ENCODE Processing Pipeline	c19dfc64cf122250f11759ed908e4fca	https://www.encodeproject.org/files/ENCFF775ZJX/@@download/ENCFF775ZJX.bam	hg19	released	s3://encode-public/2017/09/06/6fd61f47-63a7-4304-848a-c315c13a92da/ENCFF775ZJX.bam	ENCFF197QHX	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	51.0	ENCFF000ASU, ENCFF807MUK	356414654	ENCODE Processing Pipeline	50fb1f287e870b21a291e863984d8300	https://www.encodeproject.org/files/ENCFF197QHX/@@download/ENCFF197QHX.bam	hg19	released	s3://encode-public/2017/01/05/30dc3d6e-83b6-464e-8a4a-7a2f66367227/ENCFF197QHX.bam
742	ENCFF783ZLL	bam	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF855ODQ	2208801021	ENCODE Processing Pipeline	3e071d6e03a7fbd06c8fca306652e968	https://www.encodeproject.org/files/ENCFF783ZLL/@@download/ENCFF783ZLL.bam	hg19	released	s3://encode-public/2017/09/06/5263fabd-7a3e-4203-9c6c-8a7c15f91d46/ENCFF783ZLL.bam	ENCFF882PRP	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	51.0	ENCFF000ASP, ENCFF807MUK	301201986	ENCODE Processing Pipeline	4864654b90ee7f59cc57d23bdb561aff	https://www.encodeproject.org/files/ENCFF882PRP/@@download/ENCFF882PRP.bam	hg19	released	s3://encode-public/2017/01/05/fe7017bb-274d-4563-8c57-cef97b15af9b/ENCFF882PRP.bam
744	ENCFF783ZLL	bam	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens	DNA	2011-05-04	ENCODE	2	ENCFF855ODQ	2208801021	ENCODE Processing Pipeline	3e071d6e03a7fbd06c8fca306652e968	https://www.encodeproject.org/files/ENCFF783ZLL/@@download/ENCFF783ZLL.bam	hg19	released	s3://encode-public/2017/09/06/5263fabd-7a3e-4203-9c6c-8a7c15f91d46/ENCFF783ZLL.bam	ENCFF197QHX	bam	bam	alignments	ENCSR000AKC	ChIP-seq	EFO:0002784	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	51.0	ENCFF000ASU, ENCFF807MUK	356414654	ENCODE Processing Pipeline	50fb1f287e870b21a291e863984d8300	https://www.encodeproject.org/files/ENCFF197QHX/@@download/ENCFF197QHX.bam	hg19	released	s3://encode-public/2017/01/05/30dc3d6e-83b6-464e-8a4a-7a2f66367227/ENCFF197QHX.bam
