Assay_Accessibility	Assay_H3K27ac	Assembly	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly_Accessibility	File assembly_H3K27ac	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate_Accessibility	Technical replicate_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005723	EFO:0005723	GM23248	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF313TQJ, ENCFF349AHE, ENCFF400MSN, ENCFF413FVI, ENCFF549HLL	ENCFF807MUK, ENCFF863CCQ	ENCSR217TAW	ENCSR007YOT	2015-06-17	2016-05-03	0.0	H3K27ac-human	s3://encode-public/2017/09/11/f2ecad65-e1db-4384-a86d-cd48cc5a51a6/ENCFF994RTV.bam	s3://encode-public/2016/11/15/ee28d271-fc70-4835-81de-f6be28c5a42c/ENCFF513ZFJ.bam	ENCFF994RTV	ENCFF513ZFJ	hg19	hg19	https://www.encodeproject.org/files/ENCFF994RTV/@@download/ENCFF994RTV.bam	https://www.encodeproject.org/files/ENCFF513ZFJ/@@download/ENCFF513ZFJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	single-ended	7012179526	1791775512	0.0	0.0	0.0	0.0	885fc2df17baf33fed07d8d871c94500	bfa648eb1def6b04b70e7c0771cb5dbd	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002106	UBERON:0002106	spleen	0.0	0.0	0.0	tissue	tissue	released	released	ENCFF422YYG, ENCFF549HLL	ENCFF024MIO, ENCFF807MUK	ENCSR679IFH	ENCSR235ZBF	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/19/6569e065-03ec-4940-8865-c4e6ff65adf6/ENCFF055UYI.bam	s3://encode-public/2017/05/09/ce650366-e24c-4b71-b39e-976c35037dd7/ENCFF207SEI.bam	ENCFF055UYI	ENCFF207SEI	hg19	hg19	https://www.encodeproject.org/files/ENCFF055UYI/@@download/ENCFF055UYI.bam	https://www.encodeproject.org/files/ENCFF207SEI/@@download/ENCFF207SEI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1674731260	1089931328	0.0	0.0	0.0	0.0	cc196e555d12a719d84afc629342cc46	f96be22e932adc2464c4e17e7e5457fe	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000746	CL:0000746	cardiac muscle cell	0.0	0.0	0.0	primary cell	in vitro differentiated cells	released	released	ENCFF001BAK, ENCFF001BAL, ENCFF001BAM, ENCFF001DBH, ENCFF046CJQ, ENCFF529GIA, ENCFF549HLL, ENCFF781FBG	ENCFF299TZK, ENCFF340KQN, ENCFF366LCI, ENCFF402UQN, ENCFF478OZK, ENCFF577YKS, ENCFF807MUK	ENCSR000ENJ	ENCSR000NPF	2010-12-16	2016-11-12	0.0	H3K27ac-human	s3://encode-public/2018/05/07/342266ba-5926-4762-84d4-b70ee9797ff2/ENCFF055XGK.bam	s3://encode-public/2016/11/04/6f570523-6a63-4768-ae48-2b35fb77c552/ENCFF666DHM.bam	ENCFF055XGK	ENCFF666DHM	hg19	hg19	https://www.encodeproject.org/files/ENCFF055XGK/@@download/ENCFF055XGK.bam	https://www.encodeproject.org/files/ENCFF666DHM/@@download/ENCFF666DHM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	12501540206	3558411048	0.0	0.0	0.0	0.0	f27a525053ac83e16c809832a32bad17	c27041f5593038dfe53d858b18b19d3a	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000746	CL:0000746	cardiac muscle cell	0.0	0.0	0.0	primary cell	in vitro differentiated cells	released	released	ENCFF001DBE, ENCFF549HLL	ENCFF299TZK, ENCFF340KQN, ENCFF366LCI, ENCFF402UQN, ENCFF478OZK, ENCFF577YKS, ENCFF807MUK	ENCSR000ENJ	ENCSR000NPF	2010-12-16	2016-11-12	0.0	H3K27ac-human	s3://encode-public/2018/05/07/71daf74f-3a8a-4796-a5e6-8c5ec1223a42/ENCFF813CWE.bam	s3://encode-public/2016/11/04/6f570523-6a63-4768-ae48-2b35fb77c552/ENCFF666DHM.bam	ENCFF813CWE	ENCFF666DHM	hg19	hg19	https://www.encodeproject.org/files/ENCFF813CWE/@@download/ENCFF813CWE.bam	https://www.encodeproject.org/files/ENCFF666DHM/@@download/ENCFF666DHM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1725668787	3558411048	0.0	0.0	0.0	0.0	12f0f4042d257ead52e2941016a61674	c27041f5593038dfe53d858b18b19d3a	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0001196	EFO:0001196	IMR-90	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF050ZJT, ENCFF505KRD, ENCFF549HLL	ENCFF200XEH, ENCFF419OFF, ENCFF704RXG, ENCFF734UGN, ENCFF807MUK	ENCSR477RTP	ENCSR002YRE	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/09/27/07de3e8b-0c95-4ae6-a999-6ad2d3c5d06f/ENCFF101YPZ.bam	s3://encode-public/2016/12/19/e2ce82f5-e903-4017-adde-706cffb240d3/ENCFF714GAO.bam	ENCFF101YPZ	ENCFF714GAO	hg19	hg19	https://www.encodeproject.org/files/ENCFF101YPZ/@@download/ENCFF101YPZ.bam	https://www.encodeproject.org/files/ENCFF714GAO/@@download/ENCFF714GAO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2140313406	2158093766	0.0	0.0	0.0	0.0	d4a1255e11e7be5bb2e5552753b89120	418ae1ca453871c4ffeabbe92824afe3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000047	CL:0000047	neural stem progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF084HAF, ENCFF098KRD, ENCFF549HLL, ENCFF827HIG, ENCFF942ADO	ENCFF314JAW, ENCFF807MUK	ENCSR278FVO	ENCSR799SRL	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2017/10/03/8aceb7bf-e58e-4329-ae6c-606a53d5357d/ENCFF541CGC.bam	s3://encode-public/2016/12/19/59dd9686-e352-4440-9559-71a58a823bde/ENCFF508CXY.bam	ENCFF541CGC	ENCFF508CXY	hg19	hg19	https://www.encodeproject.org/files/ENCFF541CGC/@@download/ENCFF541CGC.bam	https://www.encodeproject.org/files/ENCFF508CXY/@@download/ENCFF508CXY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2224142252	2302835893	0.0	0.0	0.0	0.0	fe04ae76a72945f68b586e9a9b799f30	d5b4c3d517addc64f674d23a59b7a1fa	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002372	CL:0002372	myotube	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF001DOC, ENCFF549HLL	ENCFF000BOU, ENCFF807MUK	ENCSR000EOP	ENCSR000ANV	2011-10-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/05/70c551e4-4cff-44bd-b559-fb93c764f5e2/ENCFF718SNV.bam	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	ENCFF718SNV	ENCFF776DRD	hg19	hg19	https://www.encodeproject.org/files/ENCFF718SNV/@@download/ENCFF718SNV.bam	https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1682797272	520638265	0.0	0.0	0.0	0.0	662e9074fe0c1596c0223e89dddce0d9	6888ce56177ce81289660e90f1712626	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002372	CL:0002372	myotube	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF001DNN, ENCFF001DNO, ENCFF001DNP, ENCFF549HLL	ENCFF000BOU, ENCFF807MUK	ENCSR000EOP	ENCSR000ANV	2011-10-19	2011-02-10	0.0	H3K27ac-human	s3://encode-public/2017/09/05/3f0e2ed1-b6b4-4a88-a37a-a0dabd55bc37/ENCFF645NVZ.bam	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	ENCFF645NVZ	ENCFF776DRD	hg19	hg19	https://www.encodeproject.org/files/ENCFF645NVZ/@@download/ENCFF645NVZ.bam	https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1572352512	520638265	0.0	0.0	0.0	0.0	e2345c8f8dab7353a09182e57de11af6	6888ce56177ce81289660e90f1712626	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0006270	EFO:0006270	AG04450	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001CMS, ENCFF549HLL	ENCFF001END, ENCFF001ENE, ENCFF807MUK	ENCSR000ELY	ENCSR000DPL	2011-05-04	2012-07-24	0.0	H3K27ac-human	s3://encode-public/2017/09/05/9ce135ea-1bd3-44f5-b69e-364d73415567/ENCFF288CUH.bam	s3://encode-public/2017/04/04/113e317e-967c-4825-8257-d541b204d010/ENCFF214BDM.bam	ENCFF288CUH	ENCFF214BDM	hg19	hg19	https://www.encodeproject.org/files/ENCFF288CUH/@@download/ENCFF288CUH.bam	https://www.encodeproject.org/files/ENCFF214BDM/@@download/ENCFF214BDM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1599015197	996990490	0.0	0.0	0.0	0.0	b08366613d500a63c37dedd06a802dcb	468d571888ca33bec7f160b760cfa5a3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0006270	EFO:0006270	AG04450	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001CMR, ENCFF549HLL	ENCFF001END, ENCFF001ENE, ENCFF807MUK	ENCSR000ELY	ENCSR000DPL	2011-05-04	2012-07-24	0.0	H3K27ac-human	s3://encode-public/2017/09/05/9c337d32-9795-4a14-b9e8-6d2846404383/ENCFF803OXM.bam	s3://encode-public/2017/04/04/113e317e-967c-4825-8257-d541b204d010/ENCFF214BDM.bam	ENCFF803OXM	ENCFF214BDM	hg19	hg19	https://www.encodeproject.org/files/ENCFF803OXM/@@download/ENCFF803OXM.bam	https://www.encodeproject.org/files/ENCFF214BDM/@@download/ENCFF214BDM.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2081459806	996990490	0.0	0.0	0.0	0.0	bcc3b46f8b1c9065cca6ff7cd467f318	468d571888ca33bec7f160b760cfa5a3	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000134	CL:0000134	mesenchymal stem cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF070ZUX, ENCFF549HLL, ENCFF910MZZ	ENCFF807MUK, ENCFF970HHO	ENCSR731QLJ	ENCSR013KEC	2013-07-31	2013-07-31	0.0	H3K27ac-human	s3://encode-public/2018/05/07/aef22e05-126c-4458-b31b-519315d07dc3/ENCFF349TTK.bam	s3://encode-public/2016/12/19/28376c7b-4f78-45ac-b5bb-a9f250666b75/ENCFF256KPQ.bam	ENCFF349TTK	ENCFF256KPQ	hg19	hg19	https://www.encodeproject.org/files/ENCFF349TTK/@@download/ENCFF349TTK.bam	https://www.encodeproject.org/files/ENCFF256KPQ/@@download/ENCFF256KPQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	paired-ended	single-ended	1950987462	5633990436	0.0	0.0	0.0	0.0	051997e551dc7f1600960f76d2613f6a	99e7662b8a95f5d4cae91c8b7dfc05f9	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001DCL, ENCFF549HLL	ENCFF623IJZ, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	s3://encode-public/2017/09/05/e670c169-0e98-4e18-83e3-48db14c3cc26/ENCFF936ECB.bam	s3://encode-public/2016/11/15/87b4acf5-4320-494c-adc4-7537370d5600/ENCFF803XHI.bam	ENCFF936ECB	ENCFF803XHI	hg19	hg19	https://www.encodeproject.org/files/ENCFF936ECB/@@download/ENCFF936ECB.bam	https://www.encodeproject.org/files/ENCFF803XHI/@@download/ENCFF803XHI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	1698053818	1118656625	0.0	0.0	0.0	0.0	ced971753010f0f6f9f81d5ad7f035b6	d78ec74531156499907d54fd1a63d223	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF001DCK, ENCFF549HLL	ENCFF623IJZ, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	s3://encode-public/2016/11/15/87b4acf5-4320-494c-adc4-7537370d5600/ENCFF803XHI.bam	ENCFF909AVK	ENCFF803XHI	hg19	hg19	https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam	https://www.encodeproject.org/files/ENCFF803XHI/@@download/ENCFF803XHI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	paired-ended	1935054594	1118656625	0.0	0.0	0.0	0.0	bbfa3302b97899d35aeb84be8c69bfe7	d78ec74531156499907d54fd1a63d223	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000103	CL:0000103	bipolar neuron	doxycycline hyclate	0.5 μg/mL	4 day	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF185JDV, ENCFF335WYY, ENCFF404BAG, ENCFF436PPF, ENCFF549HLL, ENCFF634HDQ, ENCFF856VKF	ENCFF479PGG, ENCFF807MUK, ENCFF988WZZ	ENCSR626RVD	ENCSR905TYC	2016-05-10	2016-05-04	0.0	H3K27ac-human	s3://encode-public/2017/09/10/cafa3511-8d69-4244-a41b-2eb8945c6277/ENCFF628VHI.bam	s3://encode-public/2016/10/19/8ac3bb78-bf63-4e32-9335-5d8adb86e6c2/ENCFF535NQP.bam	ENCFF628VHI	ENCFF535NQP	hg19	hg19	https://www.encodeproject.org/files/ENCFF628VHI/@@download/ENCFF628VHI.bam	https://www.encodeproject.org/files/ENCFF535NQP/@@download/ENCFF535NQP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	12459113707	3616859588	0.0	0.0	0.0	0.0	ea164fcdb44cdc85630d027a812dcc41	af7c5196ee0554d5d77aa43f84f9c9d6	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000103	CL:0000103	bipolar neuron	doxycycline hyclate	0.5 μg/mL	4 day	in vitro differentiated cells	in vitro differentiated cells	released	released	ENCFF347BGI, ENCFF441FWE, ENCFF447HQG, ENCFF549HLL, ENCFF665YOB, ENCFF674SOV, ENCFF977EUX	ENCFF479PGG, ENCFF807MUK, ENCFF988WZZ	ENCSR626RVD	ENCSR905TYC	2016-05-10	2016-05-04	0.0	H3K27ac-human	s3://encode-public/2017/09/10/fe84af08-b547-466f-aa90-2721089cc3ee/ENCFF918MRP.bam	s3://encode-public/2016/10/19/8ac3bb78-bf63-4e32-9335-5d8adb86e6c2/ENCFF535NQP.bam	ENCFF918MRP	ENCFF535NQP	hg19	hg19	https://www.encodeproject.org/files/ENCFF918MRP/@@download/ENCFF918MRP.bam	https://www.encodeproject.org/files/ENCFF535NQP/@@download/ENCFF535NQP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	12989207695	3616859588	0.0	0.0	0.0	0.0	4338e439865d1d5f5171db7d607228f5	af7c5196ee0554d5d77aa43f84f9c9d6	0.0	0.0
DNase-seq	ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0007950	EFO:0007950	GM23338	0.0	0.0	0.0	cell line	cell line	released	released	ENCFF080TAJ, ENCFF187SIH, ENCFF549HLL, ENCFF651MHC, ENCFF918ZIA, ENCFF923CNP, ENCFF971HTM	ENCFF411MHC, ENCFF807MUK, ENCFF882JGY	ENCSR004SUL	ENCSR729ENO	2015-06-17	2016-05-03	0.0	H3K27ac-human	s3://encode-public/2017/09/12/c296198c-3934-4420-af52-33525a54e8af/ENCFF640ZAZ.bam	s3://encode-public/2016/11/10/2dfcf534-6694-46fe-995a-ae13c072a816/ENCFF321FQC.bam	ENCFF640ZAZ	ENCFF321FQC	hg19	hg19	https://www.encodeproject.org/files/ENCFF640ZAZ/@@download/ENCFF640ZAZ.bam	https://www.encodeproject.org/files/ENCFF321FQC/@@download/ENCFF321FQC.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	36.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	paired-ended	paired-ended	22032107411	3256578439	0.0	0.0	0.0	0.0	15f82f9beef333b640105adb64140330	f728242880f22f4f09d4c88e0854afb0	0.0	0.0
